what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_26-b03",1323945964255
java.specification.name,sysinfo,,,"Java Platform API Specification",1323945964255
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1323945964255
java.specification.version,sysinfo,,,"1.6",1323945964255
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1323945964255
java.version,sysinfo,,,"1.6.0_26",1323945964255
java.vm.info,sysinfo,,,"mixed mode, sharing",1323945964255
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1323945964255
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1323945964255
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1323945964255
java.vm.specification.version,sysinfo,,,"1.0",1323945964255
